id,joint,life1_id,life1_name,life1_sex,life1_risk,life1_smoke,life1_birthday,life2_id,life2_name,life2_sex,life2_risk,life2_smoke,life2_birthday,face,issue_date
513,false,2605,Vi Wolffers,M,Preferred,true,1961-12-30,,,,,,,1.75e6,2020-08-02
514,false,335,Imogen Melland,M,Preferred,false,1984-10-29,,,,,,,2.55e6,2027-07-30
515,true,2484,Jenni Satterly,F,Preferred,false,2002-03-20,2483,Faun Satterly,M,Standard,true,1999-10-25,3.4e6,2029-10-11
516,false,1410,Mignonne Dulin,F,Standard,false,1930-07-08,,,,,,,2.05e6,1969-12-11
517,true,1879,Natka Turbayne,M,Standard,false,1945-02-08,1880,Thalia Turbayne,F,Preferred,false,1942-01-17,550000.0,1986-02-04
518,false,3264,Coriss Sothern,F,Standard,false,1959-05-10,,,,,,,2.65e6,1997-02-09
519,false,981,Chloris O' Loughran,M,Standard,false,1928-10-09,,,,,,,3.75e6,1985-11-26
520,false,3951,Enrica Gladbeck,M,Preferred,true,1993-08-29,,,,,,,4.8e6,2046-04-12
521,false,2457,Amargo Stonham,M,Standard,false,1939-08-10,,,,,,,4.2e6,1985-12-21
522,false,2311,Dalila Shilstone,M,Preferred,false,1943-04-14,,,,,,,650000.0,1987-11-22
523,false,1686,Bennie Verdie,F,Standard,true,1995-01-04,,,,,,,1.45e6,2033-08-06
524,false,3022,Issie Bryenton,F,Preferred,false,1992-02-22,,,,,,,250000.0,2023-06-23
525,false,2918,Dore Woolfenden,F,Standard,true,1938-09-08,,,,,,,500000.0,1985-03-19
526,false,555,Elyn Paur,M,Standard,true,1937-06-20,,,,,,,700000.0,1980-01-04
527,true,3575,Hali Lovekin,M,Preferred,false,1942-02-25,3576,Iormina Lovekin,F,Preferred,true,1946-07-25,3.45e6,1991-10-17
528,true,3603,Eleonore Dow,M,Standard,false,1924-11-20,3604,Elisabetta Dow,F,Standard,false,1930-05-14,1.1e6,1985-01-04
529,false,465,Goldina Syson,M,Standard,false,1970-06-23,,,,,,,1.3e6,2010-05-30
530,false,1875,Josephine Mahady,M,Standard,false,1974-07-18,,,,,,,4.2e6,2009-03-11
531,false,3472,Malvina Brushfield,F,Preferred,true,1954-02-08,,,,,,,2.6e6,1989-08-31
532,false,2668,Alejandrina Showers,F,Preferred,false,1940-08-31,,,,,,,1.3e6,1975-11-18
533,false,2473,Ailina Phlippi,M,Preferred,true,1927-04-02,,,,,,,4.85e6,1960-07-15
534,false,1347,Monica Desforges,M,Preferred,true,1970-04-03,,,,,,,3.45e6,2024-09-20
535,false,3207,Margret Najara,M,Preferred,false,1961-02-11,,,,,,,1.85e6,2002-07-01
536,false,1001,Ninnetta Luff,M,Preferred,true,1980-12-01,,,,,,,650000.0,2029-03-11
537,false,1388,Julina Taffs,F,Preferred,true,1938-02-11,,,,,,,4.65e6,1995-02-13
538,true,2725,Carree Ellerey,M,Preferred,false,1941-08-04,2726,Verena Ellerey,F,Preferred,false,1937-06-30,4.5e6,1967-07-28
539,false,3323,Flossie Folomkin,M,Standard,false,1976-06-20,,,,,,,350000.0,2026-03-25
540,false,3195,Sandy Achurch,M,Preferred,false,1978-10-19,,,,,,,2.2e6,2008-09-10
541,false,1832,Bibi Garfit,F,Preferred,true,1952-02-23,,,,,,,4.5e6,1980-09-28
542,false,1932,Jeniffer Ouldred,F,Standard,true,1973-07-02,,,,,,,1.7e6,2000-04-02
543,false,1674,Tabatha Jephson,F,Standard,false,1982-03-21,,,,,,,1.25e6,2022-08-25
544,false,1357,Theresita Ruggiero,M,Standard,true,1926-03-15,,,,,,,550000.0,1981-11-29
545,false,1041,Rey Killby,M,Standard,false,1997-12-15,,,,,,,1.15e6,2036-04-10
546,false,76,Alia Curnow,F,Standard,true,1948-12-07,,,,,,,1.9e6,1998-11-13
547,false,3273,Belinda Polo,M,Preferred,false,1984-07-20,,,,,,,4.55e6,2024-07-02
548,true,1539,Lynnet Lawley,M,Standard,true,1955-04-15,1540,Cassandra Lawley,F,Standard,false,1958-05-09,3.05e6,2010-05-14
549,false,339,Theodora Adamthwaite,M,Preferred,false,1951-11-04,,,,,,,850000.0,1979-06-09
550,false,1798,Clerissa Speight,F,Standard,true,1925-11-28,,,,,,,700000.0,1976-02-10
551,false,2178,Beverlie Elmore,F,Standard,false,1973-03-18,,,,,,,3.35e6,2019-03-07
552,false,1841,Clarice Flipek,M,Standard,false,1943-07-31,,,,,,,4.3e6,1975-06-29
553,false,2207,Tiffani Donwell,M,Preferred,true,1925-03-28,,,,,,,1.0e6,1970-12-15
554,false,3927,Molly Farlham,M,Standard,true,1941-02-27,,,,,,,2.7e6,1980-10-25
555,true,3727,Rozalin Bleckly,M,Preferred,false,1932-02-02,3728,Ethyl Bleckly,F,Preferred,true,1933-01-25,2.2e6,1988-02-06
556,false,3854,Andra Eringey,F,Preferred,false,1946-01-09,,,,,,,2.2e6,1993-05-01
557,false,2393,Ashlee Cashford,M,Standard,false,1947-08-04,,,,,,,3.9e6,1989-10-16
558,false,2968,Josey Martina,F,Standard,true,1940-02-01,,,,,,,1.55e6,1988-02-09
559,false,253,Tobe McChruiter,M,Standard,false,1940-10-09,,,,,,,2.05e6,1974-08-19
560,false,1900,Bambi Worvell,F,Standard,true,1996-03-05,,,,,,,4.25e6,2031-01-26
561,false,2128,Giustina Deeson,F,Preferred,true,1979-03-18,,,,,,,1.0e6,2015-04-16
562,true,2917,Jessamyn Woolfenden,M,Preferred,false,1946-01-30,2918,Dore Woolfenden,F,Standard,true,1938-09-08,2.2e6,2006-11-25
563,false,2101,Robbyn Trevna,M,Standard,true,1971-10-10,,,,,,,2.7e6,2027-10-07
564,false,2168,Mercy Lindmark,F,Preferred,true,1937-12-03,,,,,,,850000.0,1972-01-12
565,false,926,Marie-ann Andrez,F,Standard,false,1945-06-06,,,,,,,5.0e6,1989-02-10
566,false,2258,Heddi Tweedie,F,Standard,true,1951-02-19,,,,,,,2.4e6,2001-12-25
567,false,509,Benoite McPheat,M,Preferred,true,1954-07-02,,,,,,,2.7e6,1986-11-11
568,false,2943,Helaina Comberbeach,M,Preferred,true,1938-11-16,,,,,,,2.1e6,1979-09-07
569,false,3149,Kirbie Redhouse,M,Preferred,false,1972-05-27,,,,,,,2.1e6,2024-01-14
570,true,3693,Helge Pidgen,M,Preferred,true,1921-03-09,3694,Meris Pidgen,F,Preferred,false,1911-04-22,700000.0,1972-07-23
571,false,1258,Alaine Blabber,F,Standard,false,1970-02-25,,,,,,,1.15e6,2015-09-08
572,false,2602,Larina Wardesworth,F,Preferred,false,1941-07-25,,,,,,,1.85e6,1989-04-05
573,true,1518,Emmye Charity,F,Preferred,true,1959-11-16,1517,Ginnie Charity,M,Standard,true,1967-08-24,3.85e6,1999-09-28
574,false,1805,Marney Mansell,M,Standard,true,1937-01-13,,,,,,,1.85e6,1976-02-08
575,false,1048,Marleah Soigne,F,Standard,false,1981-07-20,,,,,,,4.05e6,2032-05-22
576,false,1180,Zena Matyugin,F,Standard,true,1928-09-21,,,,,,,1.9e6,1981-01-24
577,false,1691,Robbi Huckel,M,Standard,false,1939-08-06,,,,,,,2.2e6,1965-04-23
578,false,553,Elga Stace,M,Standard,true,1959-03-15,,,,,,,1.9e6,1998-03-03
579,false,2205,Lanna Ariss,M,Preferred,false,1967-05-18,,,,,,,4.85e6,2014-01-15
580,false,1680,Marlee Moscone,F,Standard,false,1995-02-25,,,,,,,350000.0,2045-01-17
581,false,359,Sissie Flinn,M,Standard,true,1944-06-24,,,,,,,3.25e6,1994-08-30
582,false,1246,Dalia Ginty,F,Preferred,true,1975-07-14,,,,,,,2.45e6,2025-06-02
583,false,1168,Shandra Raspin,F,Preferred,true,2007-12-11,,,,,,,2.2e6,2061-10-24
584,false,2833,Debi Elis,M,Standard,false,1999-07-14,,,,,,,3.9e6,2038-09-23
585,true,2560,Aurea Cufflin,F,Preferred,true,1942-09-05,2559,Angelique Cufflin,M,Standard,true,1940-10-19,300000.0,1992-08-19
586,false,2158,Giselle Noblet,F,Preferred,false,1948-01-20,,,,,,,3.3e6,2004-10-05
587,false,1495,Celestina Blazewicz,M,Preferred,true,1978-07-05,,,,,,,450000.0,2016-10-16
588,false,3159,Lorettalorna McTurk,M,Preferred,false,1959-12-10,,,,,,,2.35e6,2013-05-13
589,false,2076,Rochell Beeson,F,Preferred,false,1974-01-23,,,,,,,4.45e6,2029-02-09
590,true,2520,Katy Redford,F,Preferred,false,1932-11-09,2519,Francoise Redford,M,Preferred,false,1938-02-06,3.7e6,1990-05-27
591,false,2074,Cordi Jouannisson,F,Standard,false,1949-09-17,,,,,,,2.1e6,1993-01-04
592,false,1885,Kath Pendleton,M,Preferred,false,1928-02-04,,,,,,,1.7e6,1978-02-06
593,false,2255,Malynda Aylward,M,Standard,false,1956-07-26,,,,,,,1.7e6,1990-06-18
594,false,1669,Windy Gudgen,M,Preferred,false,1929-06-18,,,,,,,1.7e6,1986-07-01
595,false,325,Linnet Hallibone,M,Preferred,false,1990-09-08,,,,,,,4.2e6,2025-05-25
596,false,155,Paola Schruyer,M,Preferred,false,1971-05-23,,,,,,,2.7e6,2015-02-09
597,false,2286,Tedra Retchless,F,Preferred,false,1980-06-17,,,,,,,4.7e6,2025-03-13
598,false,1050,Valery Prozillo,F,Standard,true,1994-12-31,,,,,,,2.1e6,2030-04-27
599,false,10,Cristie Orniz,F,Standard,true,1980-10-05,,,,,,,4.3e6,2019-05-06
600,true,3046,Cyndi Yarrall,F,Standard,true,1985-05-06,3045,Cecile Yarrall,M,Preferred,false,1983-10-09,1.05e6,2040-09-11
601,false,1583,Annabal Munday,M,Standard,true,1928-01-31,,,,,,,4.25e6,1978-02-25
602,true,2529,Farrah Birtwhistle,M,Preferred,false,1971-02-06,2530,Oralie Birtwhistle,F,Standard,true,1978-09-20,4.65e6,2015-10-20
603,false,699,Petrina Dengate,M,Preferred,true,1933-01-03,,,,,,,3.4e6,1963-03-12
604,false,981,Chloris O' Loughran,M,Standard,false,1928-10-09,,,,,,,1.85e6,1976-12-01
605,false,1467,Moll Zambonini,M,Preferred,true,1962-07-30,,,,,,,1.45e6,1998-02-01
606,false,3556,Daphene Crossley,F,Standard,true,1976-03-01,,,,,,,350000.0,2021-09-13
607,true,3730,Gates Barr,F,Preferred,false,1929-11-17,3729,Morgen Barr,M,Standard,false,1930-02-19,1.65e6,1965-11-23
608,false,2280,Augustina Urlin,F,Preferred,true,1960-12-27,,,,,,,300000.0,1990-01-26
609,true,3329,Lynnet Entwhistle,M,Preferred,false,1954-03-03,3330,Joelle Entwhistle,F,Preferred,false,1949-05-10,4.35e6,2014-10-16
610,false,847,Maude Gocher,M,Standard,false,1957-07-24,,,,,,,2.85e6,2011-02-11
611,false,3578,Chloris Durkin,F,Standard,true,1961-11-24,,,,,,,3.45e6,1999-11-28
612,false,1806,Susannah Mansell,F,Standard,true,1944-10-09,,,,,,,1.9e6,1975-12-15
613,true,251,Dorthy Eliez,M,Preferred,true,1932-08-17,252,Ertha Eliez,F,Preferred,true,1935-06-01,1.85e6,1971-02-11
614,false,1612,Benita Rush,F,Standard,false,1994-05-18,,,,,,,3.05e6,2048-02-14
615,false,1032,Jasmine Melson,F,Preferred,true,1988-09-22,,,,,,,750000.0,2040-05-16
616,false,2763,Chandal Frean,M,Preferred,false,1942-08-24,,,,,,,4.4e6,1970-01-24
617,false,3041,Rosabella Jellings,M,Standard,false,1976-03-25,,,,,,,2.6e6,2031-06-10
618,true,2763,Chandal Frean,M,Preferred,false,1942-08-24,2764,Florrie Frean,F,Preferred,true,1942-09-07,4.7e6,1992-04-03
619,false,2468,Monah Pedlar,F,Preferred,true,1938-05-21,,,,,,,3.5e6,1963-11-20
620,false,39,Rose Getcliff,M,Preferred,true,1940-01-20,,,,,,,3.55e6,1984-01-23
621,false,1891,Fredia Lergan,M,Standard,false,1941-04-21,,,,,,,1.95e6,1971-09-04
622,false,769,Darline Djuricic,M,Standard,false,1924-03-22,,,,,,,3.85e6,1973-10-29
623,false,1615,Moina Le Sarr,M,Preferred,false,1968-04-01,,,,,,,4.5e6,2024-08-06
624,false,1336,Wandis Corneljes,F,Preferred,false,1978-07-02,,,,,,,550000.0,2028-11-22
625,false,2344,Rozamond Henrichs,F,Preferred,true,1954-10-06,,,,,,,700000.0,2001-08-09
626,false,2789,Hestia Ferrini,M,Standard,false,1977-07-25,,,,,,,4.75e6,2015-01-08
627,true,1596,Anastasia Tinham,F,Preferred,true,1974-02-14,1595,Norma Tinham,M,Preferred,false,1977-11-06,3.4e6,2022-10-31
628,false,1563,Marylynne Bidwell,M,Standard,false,1963-07-11,,,,,,,2.85e6,2019-12-07
629,false,668,Elli Negal,F,Preferred,false,1998-05-21,,,,,,,1.05e6,2029-07-31
630,true,247,Suzann Feavers,M,Preferred,true,1943-06-29,248,Chloette Feavers,F,Standard,true,1938-03-05,3.15e6,1995-10-01
631,false,3345,Karita Niesing,M,Preferred,false,1944-03-16,,,,,,,3.0e6,1979-02-27
632,true,704,Justinn Allbones,F,Standard,false,1974-09-01,703,Alyss Allbones,M,Preferred,false,1967-10-02,2.95e6,2006-02-11
633,false,2737,Anthiathia Jaskowicz,M,Standard,true,1975-04-17,,,,,,,3.85e6,2022-02-26
634,false,172,Devina Knuckles,F,Standard,true,1964-04-07,,,,,,,4.95e6,1998-08-20
635,false,3336,Bethanne Beranek,F,Standard,true,1962-05-14,,,,,,,750000.0,2004-06-04
636,true,2428,Deerdre Tod,F,Standard,true,1968-01-31,2427,Lorianne Tod,M,Preferred,true,1960-01-01,450000.0,2001-03-15
637,false,3265,Peggie Brassington,M,Preferred,true,1925-05-28,,,,,,,3.7e6,1970-04-08
638,false,940,Lotte Saffell,F,Standard,true,2003-11-19,,,,,,,150000.0,2058-05-10
639,false,397,Dulcea Sorensen,M,Preferred,false,1964-07-30,,,,,,,2.55e6,2012-01-31
640,false,3679,Lin Formby,M,Preferred,false,1960-05-21,,,,,,,4.55e6,1993-09-04
641,true,1446,Lisha Tavner,F,Preferred,true,1970-01-26,1445,Philipa Tavner,M,Preferred,false,1961-03-05,4.9e6,2012-04-23
642,false,2711,Trenna Jansa,M,Standard,false,1924-07-15,,,,,,,3.15e6,1975-04-26
643,false,3240,Anthia Matonin,F,Preferred,true,2005-07-05,,,,,,,2.85e6,2035-03-19
644,false,828,Amargo Romi,F,Standard,false,1937-08-13,,,,,,,1.95e6,1979-01-05
645,false,1320,Beilul Bleue,F,Preferred,false,1927-08-16,,,,,,,3.55e6,1962-09-27
646,false,3810,Tawsha Larraway,F,Standard,false,1993-12-07,,,,,,,1.95e6,2019-03-20
647,false,719,Doria Mundwell,M,Preferred,false,1940-03-16,,,,,,,2.2e6,1982-01-01
648,false,746,Sissie Ledington,F,Preferred,false,1965-05-14,,,,,,,2.1e6,1991-10-13
649,false,1140,Elysee Barwick,F,Standard,false,1945-01-02,,,,,,,4.5e6,1977-05-25
650,false,1037,Hendrika Pairpoint,M,Preferred,false,1973-05-04,,,,,,,1.75e6,2032-01-15
651,false,1482,Selina Whaplington,F,Preferred,false,1927-07-06,,,,,,,4.4e6,1978-05-06
652,false,7,Clotilda Jonah,M,Standard,true,1997-12-04,,,,,,,1.0e6,2042-03-15
653,false,3019,Rivi Mucillo,M,Preferred,false,1965-06-06,,,,,,,3.75e6,2019-07-24
654,false,3941,Kamila MacDiarmond,M,Standard,true,1998-09-23,,,,,,,3.4e6,2033-10-24
655,false,2265,Coraline Fluger,M,Preferred,false,1983-09-25,,,,,,,3.75e6,2043-12-30
656,false,347,Allix Boult,M,Standard,true,1986-09-27,,,,,,,4.65e6,2014-06-30
657,false,2293,Marylee Anderton,M,Preferred,false,1980-12-26,,,,,,,2.15e6,2034-11-27
658,false,1947,Angeline Crate,M,Standard,true,1956-01-21,,,,,,,800000.0,2014-08-20
659,false,706,Lynnet Chiplin,F,Preferred,true,1919-12-19,,,,,,,2.75e6,1969-11-07
660,false,3588,Barry Fullman,F,Preferred,true,1922-04-29,,,,,,,4.0e6,1966-09-11
661,false,1285,Karie Hayen,M,Preferred,true,1984-06-05,,,,,,,1.9e6,2025-08-24
662,false,2807,Lavinia Brittin,M,Preferred,false,1965-12-27,,,,,,,900000.0,2007-02-25
663,false,1166,Jackquelin Ridings,F,Preferred,false,1994-05-30,,,,,,,3.75e6,2036-07-29
664,false,3544,Marga Ellett,F,Standard,false,1990-03-11,,,,,,,1.95e6,2017-10-23
665,false,2427,Lorianne Tod,M,Preferred,true,1960-01-01,,,,,,,2.85e6,2003-04-07
666,false,437,Fannie Reddings,M,Standard,true,1936-09-18,,,,,,,1.15e6,1988-05-29
667,false,1059,Pier Campelli,M,Preferred,false,1979-01-11,,,,,,,4.1e6,2038-12-11
668,false,3555,Pattie Crossley,M,Standard,false,1973-08-06,,,,,,,250000.0,2004-03-24
669,false,3926,Lelia Geake,F,Preferred,false,1937-08-16,,,,,,,100000.0,1983-05-26
670,false,1324,Letizia Vernon,F,Preferred,true,1991-06-15,,,,,,,200000.0,2023-01-24
671,false,3138,Ray Hearty,F,Preferred,false,1941-08-18,,,,,,,4.25e6,1982-05-18
672,false,1770,Selia Smouten,F,Standard,false,1945-10-15,,,,,,,1.3e6,1982-06-21
673,false,3239,Sharia Matonin,M,Preferred,false,1996-06-10,,,,,,,2.9e6,2033-09-12
674,false,137,Lorain Spray,M,Standard,true,1939-05-19,,,,,,,4.8e6,1986-08-17
675,false,2363,Ki Hallen,M,Standard,false,1998-01-10,,,,,,,700000.0,2038-08-14
676,false,3138,Ray Hearty,F,Preferred,false,1941-08-18,,,,,,,2.75e6,2001-09-29
677,false,2732,Sarita Chivrall,F,Standard,true,1936-08-12,,,,,,,650000.0,1971-11-19
678,false,677,Henriette Keener,M,Standard,false,1932-10-12,,,,,,,2.9e6,1966-07-04
679,false,1693,Rosabelle Ketchaside,M,Standard,true,1953-08-02,,,,,,,4.8e6,1986-12-28
680,false,3117,Kizzie Woolfoot,M,Standard,false,1966-01-17,,,,,,,1.55e6,1992-11-23
681,false,3026,Ellen Kington,F,Standard,true,1927-01-08,,,,,,,2.75e6,1957-03-14
682,false,3064,Camellia Moreton,F,Preferred,true,1964-06-12,,,,,,,2.6e6,2012-06-24
683,false,199,Cassie Penberthy,M,Preferred,true,1980-08-18,,,,,,,2.55e6,2032-11-23
684,false,2916,Aubree Blemen,F,Preferred,true,1975-05-27,,,,,,,3.85e6,2031-08-17
685,false,2329,Melita Tirone,M,Preferred,false,1921-07-09,,,,,,,200000.0,1949-07-25
686,false,1006,Dalila Goodliff,F,Preferred,false,2000-05-24,,,,,,,1.45e6,2040-11-27
687,false,1476,Dorise Pixton,F,Standard,true,1932-02-14,,,,,,,2.05e6,1985-05-27
688,false,3476,Phebe Ragg,F,Preferred,true,1992-07-06,,,,,,,100000.0,2020-02-02
689,false,1052,Ingaborg MacCurtain,F,Standard,true,1965-04-26,,,,,,,3.0e6,1993-05-22
690,false,1875,Josephine Mahady,M,Standard,false,1974-07-18,,,,,,,800000.0,2017-10-20
691,false,2082,Rafaelia Theriot,F,Standard,false,1981-10-03,,,,,,,4.25e6,2032-05-17
692,false,3291,Karil Bahde,M,Standard,false,1933-12-23,,,,,,,1.15e6,1985-03-15
693,false,108,Myrtle Messent,F,Standard,false,1982-12-09,,,,,,,4.05e6,2035-08-05
694,true,436,Ag Bysaker,F,Preferred,false,1941-05-11,435,Beckie Bysaker,M,Preferred,false,1931-06-13,900000.0,1985-10-26
695,false,3882,Jandy Goney,F,Preferred,false,1958-09-29,,,,,,,3.1e6,1991-05-11
696,false,1286,Jeane Hayen,F,Standard,false,1987-07-30,,,,,,,1.25e6,2025-03-14
697,false,2628,Jacquelin Lezemore,F,Preferred,true,1999-03-07,,,,,,,1.2e6,2030-01-19
698,false,3818,Sheelagh Highman,F,Preferred,false,1973-01-07,,,,,,,1.0e6,2026-10-24
699,false,3440,Meaghan McClary,F,Preferred,true,1970-11-27,,,,,,,3.6e6,2003-12-14
700,true,2715,Pauline Beedham,M,Standard,false,1978-06-27,2716,Ninnetta Beedham,F,Preferred,false,1979-10-07,4.7e6,2021-02-28
701,false,3732,Margi Dyshart,F,Preferred,true,1921-06-25,,,,,,,3.9e6,1948-02-28
702,true,2675,Shirleen Bugbird,M,Standard,true,1959-11-09,2676,Essy Bugbird,F,Preferred,true,1966-07-05,4.0e6,1992-01-03
703,false,2222,Ilyssa Sargerson,F,Standard,true,1921-11-01,,,,,,,2.0e6,1972-03-10
704,false,1322,Nicole Roles,F,Standard,true,1993-02-06,,,,,,,2.15e6,2030-12-30
705,false,715,Maurita Hounsom,M,Standard,true,1970-08-20,,,,,,,1.85e6,2002-04-20
706,false,2556,Liliane Binding,F,Preferred,false,1940-07-15,,,,,,,2.95e6,1974-08-01
707,true,325,Linnet Hallibone,M,Preferred,false,1990-09-08,326,Honey Hallibone,F,Standard,true,1982-06-10,2.5e6,2037-02-07
708,false,1665,Hali Conibeer,M,Standard,true,1987-02-09,,,,,,,4.3e6,2042-05-20
709,false,2515,Phaedra Robjant,M,Standard,false,1948-06-28,,,,,,,1.6e6,1986-04-04
710,false,2273,Cate Clapham,M,Standard,false,1955-02-15,,,,,,,4.5e6,2003-09-30
711,false,1484,Kata Vitall,F,Preferred,false,1982-11-27,,,,,,,850000.0,2039-02-28
712,false,2955,Ulrika Sacaze,M,Preferred,true,1982-01-10,,,,,,,1.5e6,2016-01-03
713,false,1536,Sabra Kulvear,F,Standard,true,1945-10-05,,,,,,,2.6e6,1977-09-13
714,false,3824,Karoline Apfelmann,F,Standard,true,1960-06-20,,,,,,,4.05e6,1987-06-12
715,false,763,Cassandra Guerola,M,Preferred,false,1998-06-15,,,,,,,4.5e6,2045-04-12
716,true,2563,Agneta Aizikov,M,Preferred,true,1945-01-27,2564,Rene Aizikov,F,Preferred,false,1949-08-05,3.3e6,2002-07-27
717,false,2016,Sheila-kathryn Calfe,F,Standard,false,1986-08-09,,,,,,,100000.0,2044-08-19
718,false,106,Tommi Eccleston,F,Standard,false,1920-05-16,,,,,,,1.7e6,1950-02-14
719,false,2394,Elsie Cashford,F,Preferred,true,1943-12-17,,,,,,,4.2e6,1978-01-06
720,false,1788,Junette Grishakin,F,Standard,true,1982-06-26,,,,,,,2.2e6,2023-05-07
721,false,3353,Leora Oylett,M,Standard,false,1986-05-07,,,,,,,1.65e6,2043-01-01
722,true,427,Corine Dineen,M,Standard,false,1934-12-31,428,Tarra Dineen,F,Standard,true,1942-08-17,3.45e6,1977-04-20
723,true,3367,Celestyna Sabin,M,Preferred,true,1956-04-28,3368,Philippa Sabin,F,Standard,false,1957-09-20,950000.0,1993-11-25
724,false,964,Anya Cherryman,F,Standard,false,1932-11-18,,,,,,,1.25e6,1980-02-27
725,true,1801,Scarlet Tomes,M,Standard,true,1962-05-12,1802,Odella Tomes,F,Preferred,true,1954-12-15,250000.0,2022-12-22
726,false,869,Eleonore Waycott,M,Standard,false,1971-02-28,,,,,,,1.7e6,2000-07-08
727,false,1046,Sarajane McVaugh,F,Preferred,false,1979-09-18,,,,,,,150000.0,2033-09-01
728,false,644,Nady Schrir,F,Preferred,false,1927-03-15,,,,,,,1.45e6,1980-08-21
729,false,2962,Katharine Roughsedge,F,Preferred,true,1943-07-14,,,,,,,4.55e6,1974-12-24
730,false,2125,Eve Batterbee,M,Standard,false,1965-12-23,,,,,,,4.65e6,1997-12-21
731,true,159,Lotti Leith,M,Standard,true,1935-04-21,160,Ameline Leith,F,Preferred,false,1943-03-08,3.65e6,1980-04-17
732,true,281,Cosette Fremantle,M,Preferred,true,1953-01-08,282,Kiri Fremantle,F,Preferred,true,1948-10-13,2.1e6,2002-10-03
733,false,705,Misti Chiplin,M,Standard,true,1925-01-05,,,,,,,500000.0,1982-08-19
734,false,690,Cacilie Lydall,F,Standard,false,1925-11-07,,,,,,,850000.0,1952-03-26
735,true,168,Melesa Turrell,F,Standard,false,1955-01-08,167,Lindi Turrell,M,Preferred,true,1957-05-15,550000.0,2002-05-05
736,false,2333,Karoline Alger,M,Preferred,true,1974-05-25,,,,,,,3.7e6,2033-01-27
737,false,3302,Annette Magson,F,Standard,false,1963-04-03,,,,,,,2.7e6,2007-09-11
738,true,3436,Tiffani Bernardes,F,Preferred,false,1977-02-05,3435,Margaretta Bernardes,M,Standard,true,1986-03-09,3.7e6,2018-02-24
739,false,2557,George Lightwing,M,Preferred,false,1939-08-14,,,,,,,1.25e6,1983-12-18
740,true,2588,Corie Pley,F,Standard,true,1926-06-16,2587,Morgana Pley,M,Standard,true,1922-08-05,3.4e6,1975-08-28
741,false,134,Koressa Rudsdell,F,Standard,false,1930-03-12,,,,,,,1.6e6,1979-05-26
742,true,2033,Pier Wytchard,M,Standard,true,1934-04-30,2034,Bettye Wytchard,F,Standard,false,1942-10-23,2.25e6,1970-06-10
743,true,1943,Robinia Dimitru,M,Standard,false,1948-04-24,1944,Gwen Dimitru,F,Preferred,false,1942-06-14,450000.0,1991-01-09
744,false,2084,Doll Somerled,F,Preferred,true,1924-01-03,,,,,,,3.5e6,1971-08-13
745,false,710,Cherida Giacopazzi,F,Preferred,false,1978-12-07,,,,,,,1.4e6,2017-03-10
746,false,2233,Kylynn Breton,M,Standard,true,1932-09-02,,,,,,,4.05e6,1991-02-23
747,false,2351,Olivie Trynor,M,Preferred,false,1931-06-27,,,,,,,550000.0,1978-10-24
748,false,2006,Jamie McMennum,F,Standard,false,2001-04-19,,,,,,,2.35e6,2052-06-21
749,true,1657,Nicoli Desforges,M,Preferred,true,1940-10-16,1658,Bess Desforges,F,Preferred,false,1938-01-31,4.0e6,1978-11-21
750,false,476,Shea Foyster,F,Preferred,false,1948-10-06,,,,,,,2.1e6,1985-10-28
751,true,3046,Cyndi Yarrall,F,Standard,true,1985-05-06,3045,Cecile Yarrall,M,Preferred,false,1983-10-09,250000.0,2033-05-21
752,false,3035,Idette Apted,M,Standard,true,1967-12-18,,,,,,,2.6e6,1997-12-02
753,false,650,Silvia Pottinger,F,Standard,false,1924-11-18,,,,,,,1.6e6,1983-07-28
754,false,3544,Marga Ellett,F,Standard,false,1990-03-11,,,,,,,3.4e6,2048-06-30
755,true,1944,Gwen Dimitru,F,Preferred,false,1942-06-14,1943,Robinia Dimitru,M,Standard,false,1948-04-24,150000.0,1983-10-13
756,false,2530,Oralie Birtwhistle,F,Standard,true,1978-09-20,,,,,,,4.65e6,2031-08-05
757,false,3775,Electra Elce,M,Standard,false,1974-08-25,,,,,,,750000.0,2002-07-27
758,false,2609,Camille Cowthard,M,Standard,false,1958-01-09,,,,,,,1.85e6,2013-03-06
759,false,3223,Virgina Urian,M,Preferred,false,1939-08-05,,,,,,,4.15e6,1983-04-03
760,true,1550,Anneliese Godar,F,Standard,true,1961-09-15,1549,Frederica Godar,M,Preferred,false,1966-02-01,1.05e6,1989-10-10
761,false,2469,Ellynn Rolfe,M,Preferred,true,1984-06-11,,,,,,,2.55e6,2042-06-26
762,false,242,Konstance Claridge,F,Standard,false,1965-10-10,,,,,,,4.4e6,2016-08-19
763,false,1757,Melany Baudin,M,Preferred,false,1937-08-01,,,,,,,2.1e6,1976-11-22
764,false,1265,Ginelle Bilbee,M,Standard,true,1969-08-26,,,,,,,1.9e6,2018-10-24
765,false,2075,Gillan Beeson,M,Standard,false,1972-08-18,,,,,,,1.2e6,2020-03-25
766,false,159,Lotti Leith,M,Standard,true,1935-04-21,,,,,,,1.15e6,1988-12-31
767,false,2362,Leland Yarr,F,Standard,false,1962-10-15,,,,,,,4.9e6,2005-11-17
768,false,788,Cindie Cleghorn,F,Standard,true,1954-07-02,,,,,,,350000.0,2000-08-05
769,false,2710,Gusella Routledge,F,Standard,true,1943-08-23,,,,,,,3.6e6,1982-10-13
770,false,967,Lauren Labern,M,Standard,false,1952-08-24,,,,,,,1.05e6,2007-08-06
